Transcript: meu nome é São Paulo 29 de agosto de 2016 obrigado pela entrevista essa primeira sessão o que a gente queria fazer é capturar um pouco o espírito do que foi o período 
confidence: 0.9291933178901672 

Word: meu, start_time: 0.0, end_time: 46.7 
confidence: 0.9309847950935364 

Word: você, start_time: 1549.9, end_time: 1550.9 
Word: acabou, start_time: 1550.9, end_time: 1551.3 
Word: Mas, start_time: 1551.3, end_time: 1552.4 
Word: foi, start_time: 1552.4, end_time: 1552.6 
Word: ele, start_time: 1552.6, end_time: 1552.7 
Word: que, start_time: 1552.7, end_time: 1552.9 
Word: isso, start_time: 1552.9, end_time: 1553.2 
Word: aí, start_time: 1553.2, end_time: 1562.1 
Word: é, start_time: 1562.1, end_time: 1562.6 
Word: um, start_time: 1562.6, end_time: 1562.7 
Word: 4, start_time: 1562.7, end_time: 1563.1 
Word: coisas, start_time: 1563.1, end_time: 1563.5 
Word: que, start_time: 1563.5, end_time: 1563.6 
Word: a, start_time: 1563.6, end_time: 1563.6 
Word: gente, start_time: 1563.6, end_time: 1563.7 
Word: chegou, start_time: 1563.7, end_time: 1565.1 
Word: à, start_time: 1565.1, end_time: 1565.2 
Word: conclusão, start_time: 1565.2, end_time: 1565.3 
Word: que, start_time: 1565.3, end_time: 1565.6 
Word: reafirma, start_time: 1565.6, end_time: 1566.1 
Word: a, start_time: 1566.1, end_time: 1566.5 
Word: questão, start_time: 1566.5, end_time: 1567.8 
Word: da, start_time: 1567.8, end_time: 1568.0 
Word: responsabilidade, start_time: 1568.0, end_time: 1569.1 
Word: fiscal, start_time: 1569.1, end_time: 1569.7 
Word: cambial, start_time: 1569.7, end_time: 1574.5 
Word: e, start_time: 1574.5, end_time: 1575.0 
Word: a, start_time: 1575.0, end_time: 1575.9 
Word: questão, start_time: 1575.9, end_time: 1576.2 
Word: dos, start_time: 1576.2, end_time: 1576.4 
Word: contratos, start_time: 1576.4, end_time: 1577.0 
Word: manutenção, start_time: 1577.0, end_time: 1577.5 
Word: dos, start_time: 1577.5, end_time: 1578.0 
Word: Quatro, start_time: 1578.0, end_time: 1580.2 
Word: Pilares, start_time: 1580.2, end_time: 1581.6 
Word: que, start_time: 1581.6, end_time: 1582.2 
Word: falar, start_time: 1582.2, end_time: 1588.1 
Word: cada, start_time: 1588.1, end_time: 1588.4 
Word: coisa, start_time: 1588.4, end_time: 1588.4 
Word: dessa, start_time: 1588.4, end_time: 1589.2 
Word: entrava, start_time: 1589.2, end_time: 1590.0 
Word: numa, start_time: 1590.0, end_time: 1590.2 
Word: divisão, start_time: 1590.2, end_time: 1590.7 
Word: é, start_time: 1590.7, end_time: 1591.0 
Word: medonha, start_time: 1591.0, end_time: 1591.8 
Word: coisas, start_time: 1591.8, end_time: 1593.6 
Word: 4, start_time: 1593.6, end_time: 1598.2 
Word: coisas, start_time: 1598.2, end_time: 1598.3 
Word: encontram, start_time: 1598.3, end_time: 1599.5 
Word: na, start_time: 1599.5, end_time: 1599.7 
Word: formulação, start_time: 1599.7, end_time: 1601.3 
Word: do, start_time: 1601.3, end_time: 1603.3 
Word: plano, start_time: 1603.3, end_time: 1603.5 
Word: ação, start_time: 1603.5, end_time: 1604.0 
Word: adequada, start_time: 1604.0, end_time: 1604.6 
Word: uma, start_time: 1604.6, end_time: 1604.7 
Word: coisa, start_time: 1604.7, end_time: 1604.9 
Word: que, start_time: 1604.9, end_time: 1605.1 
Word: eu, start_time: 1605.1, end_time: 1605.8 
Word: escrevi, start_time: 1605.8, end_time: 1606.8 


Transcript:  A polícia estava a ponto dele então nós trabalhamos uma uma uma formação no seguinte sentido Vamos para o suficiente para colocar a dívida pública em trajetória descendente porque tem juízo não saberia eu prefiro dizer que nós vamos aumentar Vão colocar o tamanho a questão do câmbio foi mais fácil que eu não tenho muito a altura do Peter percebi ação cambial o mais importante problema dura 
confidence: 0.9449596405029297 

Word: A, start_time: 1609.9, end_time: 1609.9 
Word: polícia, start_time: 1609.9, end_time: 1610.6 
Word: estava, start_time: 1610.6, end_time: 1610.8 
Word: a, start_time: 1610.8, end_time: 1610.9 
Word: ponto, start_time: 1610.9, end_time: 1611.1 
Word: dele, start_time: 1611.1, end_time: 1611.7 
Word: então, start_time: 1611.7, end_time: 1613.4 
Word: nós, start_time: 1613.4, end_time: 1613.7 
Word: trabalhamos, start_time: 1613.7, end_time: 1615.9 
Word: uma, start_time: 1615.9, end_time: 1616.3 
Word: uma, start_time: 1616.3, end_time: 1616.7 
Word: uma, start_time: 1616.7, end_time: 1617.1 
Word: formação, start_time: 1617.1, end_time: 1617.9 
Word: no, start_time: 1617.9, end_time: 1619.2 
Word: seguinte, start_time: 1619.2, end_time: 1620.0 
Word: sentido, start_time: 1620.0, end_time: 1620.1 
Word: Vamos, start_time: 1620.1, end_time: 1620.6 
Word: para, start_time: 1620.6, end_time: 1621.2 
Word: o, start_time: 1621.2, end_time: 1621.2 
Word: suficiente, start_time: 1621.2, end_time: 1621.6 
Word: para, start_time: 1621.6, end_time: 1623.0 
Word: colocar, start_time: 1623.0, end_time: 1623.4 
Word: a, start_time: 1623.4, end_time: 1623.4 
Word: dívida, start_time: 1623.4, end_time: 1623.7 
Word: pública, start_time: 1623.7, end_time: 1624.0 
Word: em, start_time: 1624.0, end_time: 1624.4 
Word: trajetória, start_time: 1624.4, end_time: 1625.2 
Word: descendente, start_time: 1625.2, end_time: 1625.5 
Word: porque, start_time: 1625.5, end_time: 1627.0 
Word: tem, start_time: 1627.0, end_time: 1627.3 
Word: juízo, start_time: 1627.3, end_time: 1627.7 
Word: não, start_time: 1627.7, end_time: 1629.5 
Word: saberia, start_time: 1629.5, end_time: 1631.3 
Word: eu, start_time: 1631.3, end_time: 1638.7 
Word: prefiro, start_time: 1638.7, end_time: 1639.2 
Word: dizer, start_time: 1639.2, end_time: 1639.4 
Word: que, start_time: 1639.4, end_time: 1639.4 
Word: nós, start_time: 1639.4, end_time: 1639.6 
Word: vamos, start_time: 1639.6, end_time: 1639.7 
Word: aumentar, start_time: 1639.7, end_time: 1640.1 
Word: Vão, start_time: 1640.1, end_time: 1643.8 
Word: colocar, start_time: 1643.8, end_time: 1644.3 
Word: o, start_time: 1644.3, end_time: 1644.4 
Word: tamanho, start_time: 1644.4, end_time: 1645.7 
Word: a, start_time: 1645.7, end_time: 1645.8 
Word: questão, start_time: 1645.8, end_time: 1647.4 
Word: do, start_time: 1647.4, end_time: 1647.5 
Word: câmbio, start_time: 1647.5, end_time: 1647.8 
Word: foi, start_time: 1647.8, end_time: 1648.1 
Word: mais, start_time: 1648.1, end_time: 1648.4 
Word: fácil, start_time: 1648.4, end_time: 1648.9 
Word: que, start_time: 1648.9, end_time: 1649.1 
Word: eu, start_time: 1649.1, end_time: 1649.1 
Word: não, start_time: 1649.1, end_time: 1649.4 
Word: tenho, start_time: 1649.4, end_time: 1649.7 
Word: muito, start_time: 1649.7, end_time: 1650.1 
Word: a, start_time: 1650.1, end_time: 1650.1 
Word: altura, start_time: 1650.1, end_time: 1652.5 
Word: do, start_time: 1652.5, end_time: 1652.6 
Word: Peter, start_time: 1652.6, end_time: 1652.8 
Word: percebi, start_time: 1652.8, end_time: 1653.5 
Word: ação, start_time: 1653.5, end_time: 1653.9 
Word: cambial, start_time: 1653.9, end_time: 1654.4 
Word: o, start_time: 1654.4, end_time: 1654.6 
Word: mais, start_time: 1654.6, end_time: 1655.7 
Word: importante, start_time: 1655.7, end_time: 1656.1 
Word: problema, start_time: 1656.1, end_time: 1657.8 
Word: dura, start_time: 1657.8, end_time: 1660.0 


Transcript:  meta de inflação foi por isso que a solução porque o mercadão 
confidence: 0.7567912340164185 

Word: meta, start_time: 1660.8, end_time: 1661.8 
Word: de, start_time: 1661.8, end_time: 1662.0 
Word: inflação, start_time: 1662.0, end_time: 1662.0 
Word: foi, start_time: 1662.0, end_time: 1662.6 
Word: por, start_time: 1662.6, end_time: 1662.7 
Word: isso, start_time: 1662.7, end_time: 1663.0 
Word: que, start_time: 1663.0, end_time: 1663.4 
Word: a, start_time: 1663.4, end_time: 1663.5 
Word: solução, start_time: 1663.5, end_time: 1663.8 
Word: porque, start_time: 1663.8, end_time: 1664.4 
Word: o, start_time: 1664.4, end_time: 1664.7 
Word: mercadão, start_time: 1664.7, end_time: 1665.9 


Transcript:  bom para conversar com você em solução estão brigando na frente dele diretamente fazer uma coisa que eu passei minha vida inteira 
confidence: 0.867143988609314 

Word: bom, start_time: 1673.8, end_time: 1674.5 
Word: para, start_time: 1674.5, end_time: 1674.9 
Word: conversar, start_time: 1674.9, end_time: 1675.2 
Word: com, start_time: 1675.2, end_time: 1675.3 
Word: você, start_time: 1675.3, end_time: 1675.6 
Word: em, start_time: 1675.6, end_time: 1675.7 
Word: solução, start_time: 1675.7, end_time: 1676.2 
Word: estão, start_time: 1676.2, end_time: 1676.7 
Word: brigando, start_time: 1676.7, end_time: 1677.1 
Word: na, start_time: 1677.1, end_time: 1677.4 
Word: frente, start_time: 1677.4, end_time: 1677.6 
Word: dele, start_time: 1677.6, end_time: 1679.7 
Word: diretamente, start_time: 1679.7, end_time: 1686.6 
Word: fazer, start_time: 1686.6, end_time: 1687.8 
Word: uma, start_time: 1687.8, end_time: 1691.2 
Word: coisa, start_time: 1691.2, end_time: 1691.5 
Word: que, start_time: 1691.5, end_time: 1691.6 
Word: eu, start_time: 1691.6, end_time: 1714.1 
Word: passei, start_time: 1714.1, end_time: 1714.4 
Word: minha, start_time: 1714.4, end_time: 1714.7 
Word: vida, start_time: 1714.7, end_time: 1714.9 
Word: inteira, start_time: 1714.9, end_time: 1715.1 


Transcript:  o presidente não vai ter inflação eu vou ver porque não vou deixar amor escuta se você deixar escrever isso você tá bom você veio do Vitória na briga do jeito dele lá são segunda técnica você vê cara não vê coração tá escrito lançando no dia 22 e deu uma repercussão muito grande ele mesmo assustado e branca 
confidence: 0.9016578197479248 

Word: o, start_time: 1718.4, end_time: 1718.4 
Word: presidente, start_time: 1718.4, end_time: 1720.3 
Word: não, start_time: 1720.3, end_time: 1720.4 
Word: vai, start_time: 1720.4, end_time: 1720.7 
Word: ter, start_time: 1720.7, end_time: 1721.0 
Word: inflação, start_time: 1721.0, end_time: 1721.3 
Word: eu, start_time: 1721.3, end_time: 1721.6 
Word: vou, start_time: 1721.6, end_time: 1721.8 
Word: ver, start_time: 1721.8, end_time: 1721.9 
Word: porque, start_time: 1721.9, end_time: 1722.0 
Word: não, start_time: 1722.0, end_time: 1722.2 
Word: vou, start_time: 1722.2, end_time: 1723.1 
Word: deixar, start_time: 1723.1, end_time: 1723.5 
Word: amor, start_time: 1723.5, end_time: 1725.1 
Word: escuta, start_time: 1725.1, end_time: 1727.0 
Word: se, start_time: 1727.0, end_time: 1727.3 
Word: você, start_time: 1727.3, end_time: 1727.4 
Word: deixar, start_time: 1727.4, end_time: 1728.2 
Word: escrever, start_time: 1728.2, end_time: 1728.5 
Word: isso, start_time: 1728.5, end_time: 1728.9 
Word: você, start_time: 1728.9, end_time: 1729.1 
Word: tá, start_time: 1729.1, end_time: 1729.2 
Word: bom, start_time: 1729.2, end_time: 1729.6 
Word: você, start_time: 1729.6, end_time: 1732.0 
Word: veio, start_time: 1732.0, end_time: 1732.2 
Word: do, start_time: 1732.2, end_time: 1732.9 
Word: Vitória, start_time: 1732.9, end_time: 1733.6 
Word: na, start_time: 1733.6, end_time: 1733.7 
Word: briga, start_time: 1733.7, end_time: 1734.7 
Word: do, start_time: 1734.7, end_time: 1735.1 
Word: jeito, start_time: 1735.1, end_time: 1735.6 
Word: dele, start_time: 1735.6, end_time: 1736.0 
Word: lá, start_time: 1736.0, end_time: 1742.6 
Word: são, start_time: 1742.6, end_time: 1742.9 
Word: segunda, start_time: 1742.9, end_time: 1743.2 
Word: técnica, start_time: 1743.2, end_time: 1744.0 
Word: você, start_time: 1744.0, end_time: 1744.1 
Word: vê, start_time: 1744.1, end_time: 1755.6 
Word: cara, start_time: 1755.6, end_time: 1756.0 
Word: não, start_time: 1756.0, end_time: 1756.1 
Word: vê, start_time: 1756.1, end_time: 1756.6 
Word: coração, start_time: 1756.6, end_time: 1756.7 
Word: tá, start_time: 1756.7, end_time: 1757.1 
Word: escrito, start_time: 1757.1, end_time: 1757.5 
Word: lançando, start_time: 1757.5, end_time: 1767.7 
Word: no, start_time: 1767.7, end_time: 1768.9 
Word: dia, start_time: 1768.9, end_time: 1769.2 
Word: 22, start_time: 1769.2, end_time: 1769.9 
Word: e, start_time: 1769.9, end_time: 1769.9 
Word: deu, start_time: 1769.9, end_time: 1770.6 
Word: uma, start_time: 1770.6, end_time: 1770.7 
Word: repercussão, start_time: 1770.7, end_time: 1770.8 
Word: muito, start_time: 1770.8, end_time: 1771.4 
Word: grande, start_time: 1771.4, end_time: 1772.0 
Word: ele, start_time: 1772.0, end_time: 1772.6 
Word: mesmo, start_time: 1772.6, end_time: 1773.0 
Word: assustado, start_time: 1773.0, end_time: 1773.7 
Word: e, start_time: 1773.7, end_time: 1774.2 
Word: branca, start_time: 1774.2, end_time: 1775.2 


Transcript:  do Brasil no exterior no dia seguinte não toma iniciativa do empregador fala de mostrar que país os candidatos estão envolvidos com apenas uma das coisas que a gente ouve dos membros do Rick para eles a carta foi muito importante porque ele sente um por um dos riscos ela tem uma crise de confiança se a candidatura Lula deslanchar e o Fernando Henrique não tem plano real para entregar para você 
confidence: 0.9458045363426208 

Word: do, start_time: 1778.3, end_time: 1778.6 
Word: Brasil, start_time: 1778.6, end_time: 1778.9 
Word: no, start_time: 1778.9, end_time: 1779.1 
Word: exterior, start_time: 1779.1, end_time: 1779.4 
Word: no, start_time: 1779.4, end_time: 1782.2 
Word: dia, start_time: 1782.2, end_time: 1782.3 
Word: seguinte, start_time: 1782.3, end_time: 1783.1 
Word: não, start_time: 1783.1, end_time: 1783.3 
Word: toma, start_time: 1783.3, end_time: 1790.8 
Word: iniciativa, start_time: 1790.8, end_time: 1790.9 
Word: do, start_time: 1790.9, end_time: 1791.4 
Word: empregador, start_time: 1791.4, end_time: 1793.5 
Word: fala, start_time: 1793.5, end_time: 1803.1 
Word: de, start_time: 1803.1, end_time: 1803.9 
Word: mostrar, start_time: 1803.9, end_time: 1804.4 
Word: que, start_time: 1804.4, end_time: 1804.5 
Word: país, start_time: 1804.5, end_time: 1805.1 
Word: os, start_time: 1805.1, end_time: 1805.3 
Word: candidatos, start_time: 1805.3, end_time: 1806.0 
Word: estão, start_time: 1806.0, end_time: 1806.3 
Word: envolvidos, start_time: 1806.3, end_time: 1807.4 
Word: com, start_time: 1807.4, end_time: 1809.2 
Word: apenas, start_time: 1809.2, end_time: 1810.2 
Word: uma, start_time: 1810.2, end_time: 1810.2 
Word: das, start_time: 1810.2, end_time: 1811.5 
Word: coisas, start_time: 1811.5, end_time: 1812.0 
Word: que, start_time: 1812.0, end_time: 1812.0 
Word: a, start_time: 1812.0, end_time: 1812.3 
Word: gente, start_time: 1812.3, end_time: 1812.3 
Word: ouve, start_time: 1812.3, end_time: 1812.8 
Word: dos, start_time: 1812.8, end_time: 1813.0 
Word: membros, start_time: 1813.0, end_time: 1813.4 
Word: do, start_time: 1813.4, end_time: 1813.4 
Word: Rick, start_time: 1813.4, end_time: 1814.8 
Word: para, start_time: 1814.8, end_time: 1816.1 
Word: eles, start_time: 1816.1, end_time: 1816.5 
Word: a, start_time: 1816.5, end_time: 1816.5 
Word: carta, start_time: 1816.5, end_time: 1816.9 
Word: foi, start_time: 1816.9, end_time: 1817.0 
Word: muito, start_time: 1817.0, end_time: 1817.3 
Word: importante, start_time: 1817.3, end_time: 1817.4 
Word: porque, start_time: 1817.4, end_time: 1818.1 
Word: ele, start_time: 1818.1, end_time: 1818.4 
Word: sente, start_time: 1818.4, end_time: 1818.7 
Word: um, start_time: 1818.7, end_time: 1818.9 
Word: por, start_time: 1818.9, end_time: 1819.1 
Word: um, start_time: 1819.1, end_time: 1819.1 
Word: dos, start_time: 1819.1, end_time: 1819.2 
Word: riscos, start_time: 1819.2, end_time: 1819.6 
Word: ela, start_time: 1819.6, end_time: 1820.4 
Word: tem, start_time: 1820.4, end_time: 1820.6 
Word: uma, start_time: 1820.6, end_time: 1820.7 
Word: crise, start_time: 1820.7, end_time: 1821.0 
Word: de, start_time: 1821.0, end_time: 1821.2 
Word: confiança, start_time: 1821.2, end_time: 1821.5 
Word: se, start_time: 1821.5, end_time: 1822.0 
Word: a, start_time: 1822.0, end_time: 1822.1 
Word: candidatura, start_time: 1822.1, end_time: 1822.6 
Word: Lula, start_time: 1822.6, end_time: 1822.9 
Word: deslanchar, start_time: 1822.9, end_time: 1823.7 
Word: e, start_time: 1823.7, end_time: 1823.7 
Word: o, start_time: 1823.7, end_time: 1824.6 
Word: Fernando, start_time: 1824.6, end_time: 1824.9 
Word: Henrique, start_time: 1824.9, end_time: 1825.0 
Word: não, start_time: 1825.0, end_time: 1825.4 
Word: tem, start_time: 1825.4, end_time: 1825.5 
Word: plano, start_time: 1825.5, end_time: 1825.8 
Word: real, start_time: 1825.8, end_time: 1826.0 
Word: para, start_time: 1826.0, end_time: 1826.2 
Word: entregar, start_time: 1826.2, end_time: 1827.2 
Word: para, start_time: 1827.2, end_time: 1827.3 
Word: você, start_time: 1827.3, end_time: 1827.4 


Transcript:  tava arrastando a popularidade de 23% de Junho poderia chegar dezembro se entregaram principal legado deixado bastante complicado por causa da popularidade no chão que ele sente aqui um pouco dramática achei indo agora fico pensando se talvez eles estejam corretamente a carta foi também uma boia para o governo Por que o governo faz possível 
confidence: 0.9236559271812439 

Word: tava, start_time: 1838.3, end_time: 1839.4 
Word: arrastando, start_time: 1839.4, end_time: 1839.5 
Word: a, start_time: 1839.5, end_time: 1840.0 
Word: popularidade, start_time: 1840.0, end_time: 1840.5 
Word: de, start_time: 1840.5, end_time: 1840.9 
Word: 23%, start_time: 1840.9, end_time: 1842.1 
Word: de, start_time: 1842.1, end_time: 1842.2 
Word: Junho, start_time: 1842.2, end_time: 1842.6 
Word: poderia, start_time: 1842.6, end_time: 1843.9 
Word: chegar, start_time: 1843.9, end_time: 1844.1 
Word: dezembro, start_time: 1844.1, end_time: 1844.8 
Word: se, start_time: 1844.8, end_time: 1845.0 
Word: entregaram, start_time: 1845.0, end_time: 1847.6 
Word: principal, start_time: 1847.6, end_time: 1848.1 
Word: legado, start_time: 1848.1, end_time: 1848.3 
Word: deixado, start_time: 1848.3, end_time: 1848.7 
Word: bastante, start_time: 1848.7, end_time: 1850.1 
Word: complicado, start_time: 1850.1, end_time: 1852.4 
Word: por, start_time: 1852.4, end_time: 1852.6 
Word: causa, start_time: 1852.6, end_time: 1852.7 
Word: da, start_time: 1852.7, end_time: 1853.0 
Word: popularidade, start_time: 1853.0, end_time: 1853.2 
Word: no, start_time: 1853.2, end_time: 1853.9 
Word: chão, start_time: 1853.9, end_time: 1854.2 
Word: que, start_time: 1854.2, end_time: 1854.5 
Word: ele, start_time: 1854.5, end_time: 1854.7 
Word: sente, start_time: 1854.7, end_time: 1857.4 
Word: aqui, start_time: 1857.4, end_time: 1857.8 
Word: um, start_time: 1857.8, end_time: 1857.9 
Word: pouco, start_time: 1857.9, end_time: 1858.3 
Word: dramática, start_time: 1858.3, end_time: 1858.4 
Word: achei, start_time: 1858.4, end_time: 1859.6 
Word: indo, start_time: 1859.6, end_time: 1862.7 
Word: agora, start_time: 1862.7, end_time: 1862.9 
Word: fico, start_time: 1862.9, end_time: 1863.4 
Word: pensando, start_time: 1863.4, end_time: 1863.8 
Word: se, start_time: 1863.8, end_time: 1864.1 
Word: talvez, start_time: 1864.1, end_time: 1864.3 
Word: eles, start_time: 1864.3, end_time: 1865.5 
Word: estejam, start_time: 1865.5, end_time: 1865.5 
Word: corretamente, start_time: 1865.5, end_time: 1866.3 
Word: a, start_time: 1866.3, end_time: 1868.6 
Word: carta, start_time: 1868.6, end_time: 1874.9 
Word: foi, start_time: 1874.9, end_time: 1875.3 
Word: também, start_time: 1875.3, end_time: 1875.8 
Word: uma, start_time: 1875.8, end_time: 1876.2 
Word: boia, start_time: 1876.2, end_time: 1876.8 
Word: para, start_time: 1876.8, end_time: 1877.4 
Word: o, start_time: 1877.4, end_time: 1877.5 
Word: governo, start_time: 1877.5, end_time: 1878.0 
Word: Por, start_time: 1878.0, end_time: 1878.3 
Word: que, start_time: 1878.3, end_time: 1879.8 
Word: o, start_time: 1879.8, end_time: 1887.1 
Word: governo, start_time: 1887.1, end_time: 1887.3 
Word: faz, start_time: 1887.3, end_time: 1887.8 
Word: possível, start_time: 1887.8, end_time: 1889.3 


Transcript:  tava bom naquele dia inclusive Mais Brasil o banco central começou fazer a marcação a mercado em um ambiente ruim no mercado coisa nova necessário correta mas uma coisa dura de fazer com ela estão apontando uma mudança você tem um cenário que você envolve todos no caminho Seguro ou pode virar uma criança pode ficar sem falar isso 
confidence: 0.9135342240333557 

Word: tava, start_time: 1898.3, end_time: 1900.8 
Word: bom, start_time: 1900.8, end_time: 1901.0 
Word: naquele, start_time: 1901.0, end_time: 1902.4 
Word: dia, start_time: 1902.4, end_time: 1902.7 
Word: inclusive, start_time: 1902.7, end_time: 1903.2 
Word: Mais, start_time: 1903.2, end_time: 1903.8 
Word: Brasil, start_time: 1903.8, end_time: 1904.4 
Word: o, start_time: 1904.4, end_time: 1904.6 
Word: banco, start_time: 1904.6, end_time: 1905.8 
Word: central, start_time: 1905.8, end_time: 1906.1 
Word: começou, start_time: 1906.1, end_time: 1906.4 
Word: fazer, start_time: 1906.4, end_time: 1906.7 
Word: a, start_time: 1906.7, end_time: 1906.8 
Word: marcação, start_time: 1906.8, end_time: 1907.0 
Word: a, start_time: 1907.0, end_time: 1907.2 
Word: mercado, start_time: 1907.2, end_time: 1907.2 
Word: em, start_time: 1907.2, end_time: 1907.9 
Word: um, start_time: 1907.9, end_time: 1908.2 
Word: ambiente, start_time: 1908.2, end_time: 1910.4 
Word: ruim, start_time: 1910.4, end_time: 1910.6 
Word: no, start_time: 1910.6, end_time: 1910.9 
Word: mercado, start_time: 1910.9, end_time: 1911.3 
Word: coisa, start_time: 1911.3, end_time: 1911.5 
Word: nova, start_time: 1911.5, end_time: 1911.8 
Word: necessário, start_time: 1911.8, end_time: 1912.6 
Word: correta, start_time: 1912.6, end_time: 1913.1 
Word: mas, start_time: 1913.1, end_time: 1913.3 
Word: uma, start_time: 1913.3, end_time: 1913.5 
Word: coisa, start_time: 1913.5, end_time: 1913.7 
Word: dura, start_time: 1913.7, end_time: 1914.1 
Word: de, start_time: 1914.1, end_time: 1914.3 
Word: fazer, start_time: 1914.3, end_time: 1914.7 
Word: com, start_time: 1914.7, end_time: 1916.1 
Word: ela, start_time: 1916.1, end_time: 1916.3 
Word: estão, start_time: 1916.3, end_time: 1916.7 
Word: apontando, start_time: 1916.7, end_time: 1917.3 
Word: uma, start_time: 1917.3, end_time: 1917.6 
Word: mudança, start_time: 1917.6, end_time: 1918.3 
Word: você, start_time: 1918.3, end_time: 1918.6 
Word: tem, start_time: 1918.6, end_time: 1918.8 
Word: um, start_time: 1918.8, end_time: 1918.8 
Word: cenário, start_time: 1918.8, end_time: 1919.4 
Word: que, start_time: 1919.4, end_time: 1919.5 
Word: você, start_time: 1919.5, end_time: 1919.9 
Word: envolve, start_time: 1919.9, end_time: 1920.1 
Word: todos, start_time: 1920.1, end_time: 1920.9 
Word: no, start_time: 1920.9, end_time: 1921.1 
Word: caminho, start_time: 1921.1, end_time: 1922.6 
Word: Seguro, start_time: 1922.6, end_time: 1922.9 
Word: ou, start_time: 1922.9, end_time: 1923.5 
Word: pode, start_time: 1923.5, end_time: 1923.9 
Word: virar, start_time: 1923.9, end_time: 1924.2 
Word: uma, start_time: 1924.2, end_time: 1924.3 
Word: criança, start_time: 1924.3, end_time: 1925.2 
Word: pode, start_time: 1925.2, end_time: 1926.4 
Word: ficar, start_time: 1926.4, end_time: 1931.1 
Word: sem, start_time: 1931.1, end_time: 1932.2 
Word: falar, start_time: 1932.2, end_time: 1946.6 
Word: isso, start_time: 1946.6, end_time: 1947.7 


Transcript:  eu não vou falar quem é hoje quem sabe numa outra gravação 
confidence: 0.8985521793365479 

Word: eu, start_time: 1948.6, end_time: 1949.0 
Word: não, start_time: 1949.0, end_time: 1949.1 
Word: vou, start_time: 1949.1, end_time: 1949.2 
Word: falar, start_time: 1949.2, end_time: 1949.4 
Word: quem, start_time: 1949.4, end_time: 1949.5 
Word: é, start_time: 1949.5, end_time: 1949.7 
Word: hoje, start_time: 1949.7, end_time: 1950.1 
Word: quem, start_time: 1950.1, end_time: 1950.5 
Word: sabe, start_time: 1950.5, end_time: 1950.8 
Word: numa, start_time: 1950.8, end_time: 1951.0 
Word: outra, start_time: 1951.0, end_time: 1951.1 
Word: gravação, start_time: 1951.1, end_time: 1951.6 


Transcript:  tentando me convencer a preparar a transição eu já tinha ganhado a transação a renegociação 
confidence: 0.8467609286308289 

Word: tentando, start_time: 1953.3, end_time: 1955.2 
Word: me, start_time: 1955.2, end_time: 1955.3 
Word: convencer, start_time: 1955.3, end_time: 1955.7 
Word: a, start_time: 1955.7, end_time: 1956.3 
Word: preparar, start_time: 1956.3, end_time: 1957.3 
Word: a, start_time: 1957.3, end_time: 1957.5 
Word: transição, start_time: 1957.5, end_time: 1958.2 
Word: eu, start_time: 1958.2, end_time: 1960.1 
Word: já, start_time: 1960.1, end_time: 1960.3 
Word: tinha, start_time: 1960.3, end_time: 1961.4 
Word: ganhado, start_time: 1961.4, end_time: 1961.8 
Word: a, start_time: 1961.8, end_time: 1963.5 
Word: transação, start_time: 1963.5, end_time: 1964.4 
Word: a, start_time: 1964.4, end_time: 1964.7 
Word: renegociação, start_time: 1964.7, end_time: 1965.2 


Transcript:  e essa pessoa é a senhora foi ela foi cuidadosa em dizer que eu teria alguma coisa as conversas dele alguma coisa com Fernando Henrique mas não é uma mensagem você é muito preocupado eu achava que ia falar essa palavra te darei a resposta então nunca soube disso 
confidence: 0.8996798992156982 

Word: e, start_time: 1968.2, end_time: 1968.2 
Word: essa, start_time: 1968.2, end_time: 1968.7 
Word: pessoa, start_time: 1968.7, end_time: 1968.9 
Word: é, start_time: 1968.9, end_time: 1969.4 
Word: a, start_time: 1969.4, end_time: 1969.4 
Word: senhora, start_time: 1969.4, end_time: 1969.9 
Word: foi, start_time: 1969.9, end_time: 1970.5 
Word: ela, start_time: 1970.5, end_time: 1971.8 
Word: foi, start_time: 1971.8, end_time: 1972.1 
Word: cuidadosa, start_time: 1972.1, end_time: 1973.2 
Word: em, start_time: 1973.2, end_time: 1973.2 
Word: dizer, start_time: 1973.2, end_time: 1973.9 
Word: que, start_time: 1973.9, end_time: 1974.2 
Word: eu, start_time: 1974.2, end_time: 1976.3 
Word: teria, start_time: 1976.3, end_time: 1976.6 
Word: alguma, start_time: 1976.6, end_time: 1976.7 
Word: coisa, start_time: 1976.7, end_time: 1977.5 
Word: as, start_time: 1977.5, end_time: 1977.8 
Word: conversas, start_time: 1977.8, end_time: 1978.3 
Word: dele, start_time: 1978.3, end_time: 1978.4 
Word: alguma, start_time: 1978.4, end_time: 1979.0 
Word: coisa, start_time: 1979.0, end_time: 1979.4 
Word: com, start_time: 1979.4, end_time: 1979.5 
Word: Fernando, start_time: 1979.5, end_time: 1979.6 
Word: Henrique, start_time: 1979.6, end_time: 1979.9 
Word: mas, start_time: 1979.9, end_time: 1980.1 
Word: não, start_time: 1980.1, end_time: 1980.3 
Word: é, start_time: 1980.3, end_time: 1980.3 
Word: uma, start_time: 1980.3, end_time: 1980.5 
Word: mensagem, start_time: 1980.5, end_time: 1980.7 
Word: você, start_time: 1980.7, end_time: 1981.2 
Word: é, start_time: 1981.2, end_time: 1981.3 
