Transcript: fichário da Capricho 
confidence: 0.5694495439529419 

Word: fichário, start_time: 0.0, end_time: 57.9 
Word: Wonder, start_time: 1342.5, end_time: 1343.8 
Transcript:  Windows assistir Dragon Ball Z nova série da HBO Live Cidade Nova Rio do Rastro de Augusto Aleixo sendin l173sa Mendler makeup your life intercâmbios aeroporto Londres tem 268 viajar and not Love is a crime organizado no Xbox Dragon Ball Z 
confidence: 0.8210699558258057 

Word: Windows, start_time: 1346.0, end_time: 1348.0 
Word: assistir, start_time: 1348.0, end_time: 1348.4 
Word: Dragon, start_time: 1348.4, end_time: 1348.8 
Word: Ball, start_time: 1348.8, end_time: 1349.0 
Word: Z, start_time: 1349.0, end_time: 1349.9 
Word: nova, start_time: 1349.9, end_time: 1350.5 
Word: série, start_time: 1350.5, end_time: 1350.6 
Word: da, start_time: 1350.6, end_time: 1350.8 
Word: HBO, start_time: 1350.8, end_time: 1352.0 
Word: Live, start_time: 1352.0, end_time: 1352.3 
Word: Cidade, start_time: 1352.3, end_time: 1352.8 
Word: Nova, start_time: 1352.8, end_time: 1354.4 
Word: Rio, start_time: 1354.4, end_time: 1358.7 
Word: do, start_time: 1358.7, end_time: 1358.9 
Word: Rastro, start_time: 1358.9, end_time: 1359.4 
Word: de, start_time: 1359.4, end_time: 1359.4 
Word: Augusto, start_time: 1359.4, end_time: 1360.0 
Word: Aleixo, start_time: 1360.0, end_time: 1360.3 
Word: sendin, start_time: 1360.3, end_time: 1361.1 
Word: l173sa, start_time: 1361.1, end_time: 1365.7 
Word: Mendler, start_time: 1365.7, end_time: 1366.6 
Word: makeup, start_time: 1366.6, end_time: 1367.2 
Word: your, start_time: 1367.2, end_time: 1368.5 
Word: life, start_time: 1368.5, end_time: 1369.3 
Word: intercâmbios, start_time: 1369.3, end_time: 1371.6 
Word: aeroporto, start_time: 1371.6, end_time: 1375.0 
Word: Londres, start_time: 1375.0, end_time: 1375.4 
Word: tem, start_time: 1375.4, end_time: 1375.6 
Word: 268, start_time: 1375.6, end_time: 1377.1 
Word: viajar, start_time: 1377.1, end_time: 1380.2 
Word: and, start_time: 1380.2, end_time: 1380.7 
Word: not, start_time: 1380.7, end_time: 1381.4 
Word: Love, start_time: 1381.4, end_time: 1382.4 
Word: is, start_time: 1382.4, end_time: 1382.6 
Word: a, start_time: 1382.6, end_time: 1382.7 
Word: crime, start_time: 1382.7, end_time: 1383.8 
Word: organizado, start_time: 1383.8, end_time: 1384.6 
Word: no, start_time: 1384.6, end_time: 1384.9 
Word: Xbox, start_time: 1384.9, end_time: 1385.5 
Word: Dragon, start_time: 1385.5, end_time: 1386.2 
Word: Ball, start_time: 1386.2, end_time: 1386.4 
Word: Z, start_time: 1386.4, end_time: 1386.7 
Transcript:  WhatsApp WhatsApp web tudo Comércio e a disputa entre o processo Industrial tudo Colégio fica esperando a perícia criminal case mysteries of Legends of tomorrow belongs to lessen Sportage Kia Weekend fazer Shuriken Sei é bem assim tão diferente 
confidence: 0.7970375418663025 

Word: WhatsApp, start_time: 1392.6, end_time: 1394.8 
Word: WhatsApp, start_time: 1394.8, end_time: 1395.6 
Word: web, start_time: 1395.6, end_time: 1401.6 
Word: tudo, start_time: 1401.6, end_time: 1406.2 
Word: Comércio, start_time: 1406.2, end_time: 1406.3 
Word: e, start_time: 1406.3, end_time: 1407.5 
Word: a, start_time: 1407.5, end_time: 1407.7 
Word: disputa, start_time: 1407.7, end_time: 1407.8 
Word: entre, start_time: 1407.8, end_time: 1409.8 
Word: o, start_time: 1409.8, end_time: 1413.6 
Word: processo, start_time: 1413.6, end_time: 1414.5 
Word: Industrial, start_time: 1414.5, end_time: 1417.8 
Word: tudo, start_time: 1417.8, end_time: 1418.2 
Word: Colégio, start_time: 1418.2, end_time: 1418.7 
Word: fica, start_time: 1418.7, end_time: 1419.4 
Word: esperando, start_time: 1419.4, end_time: 1421.4 
Word: a, start_time: 1421.4, end_time: 1425.1 
Word: perícia, start_time: 1425.1, end_time: 1429.9 
Word: criminal, start_time: 1429.9, end_time: 1430.3 
Word: case, start_time: 1430.3, end_time: 1432.9 
Word: mysteries, start_time: 1432.9, end_time: 1433.6 
Word: of, start_time: 1433.6, end_time: 1434.1 
Word: Legends, start_time: 1434.1, end_time: 1435.3 
Word: of, start_time: 1435.3, end_time: 1435.6 
Word: tomorrow, start_time: 1435.6, end_time: 1436.6 
Word: belongs, start_time: 1436.6, end_time: 1439.1 
Word: to, start_time: 1439.1, end_time: 1439.6 
Word: lessen, start_time: 1439.6, end_time: 1442.3 
Word: Sportage, start_time: 1442.3, end_time: 1443.7 
Word: Kia, start_time: 1443.7, end_time: 1444.1 
Word: Weekend, start_time: 1444.1, end_time: 1445.5 
Word: fazer, start_time: 1445.5, end_time: 1445.8 
Word: Shuriken, start_time: 1445.8, end_time: 1447.7 
Word: Sei, start_time: 1447.7, end_time: 1447.9 
Word: é, start_time: 1447.9, end_time: 1448.1 
Word: bem, start_time: 1448.1, end_time: 1448.5 
Word: assim, start_time: 1448.5, end_time: 1448.7 
Word: tão, start_time: 1448.7, end_time: 1450.2 
Word: diferente, start_time: 1450.2, end_time: 1450.4 
Transcript:  Globo Play Phil Collins one more more more love with you download for negotiations globais e autismo Curitiba restaurante nozawa autoridades Project visual handebol 2069 e seus efeitos 
confidence: 0.8669190406799316 

Word: Globo, start_time: 1452.5, end_time: 1453.0 
Word: Play, start_time: 1453.0, end_time: 1453.7 
Word: Phil, start_time: 1453.7, end_time: 1454.0 
Word: Collins, start_time: 1454.0, end_time: 1454.3 
Word: one, start_time: 1454.3, end_time: 1454.5 
Word: more, start_time: 1454.5, end_time: 1454.6 
Word: more, start_time: 1454.6, end_time: 1465.0 
Word: more, start_time: 1465.0, end_time: 1466.0 
Word: love, start_time: 1466.0, end_time: 1466.9 
Word: with, start_time: 1466.9, end_time: 1467.7 
Word: you, start_time: 1467.7, end_time: 1467.8 
Word: download, start_time: 1467.8, end_time: 1468.4 
Word: for, start_time: 1468.4, end_time: 1469.0 
Word: negotiations, start_time: 1469.0, end_time: 1470.0 
Word: globais, start_time: 1470.0, end_time: 1471.2 
Word: e, start_time: 1471.2, end_time: 1471.3 
Word: autismo, start_time: 1471.3, end_time: 1471.4 
Word: Curitiba, start_time: 1471.4, end_time: 1473.1 
Word: restaurante, start_time: 1473.1, end_time: 1475.6 
Word: nozawa, start_time: 1475.6, end_time: 1477.1 
Word: autoridades, start_time: 1477.1, end_time: 1481.2 
Word: Project, start_time: 1481.2, end_time: 1483.0 
Word: visual, start_time: 1483.0, end_time: 1492.0 
Word: handebol, start_time: 1492.0, end_time: 1492.6 
Word: 2069, start_time: 1492.6, end_time: 1496.5 
Word: e, start_time: 1496.5, end_time: 1496.7 
Word: seus, start_time: 1496.7, end_time: 1497.6 
Word: efeitos, start_time: 1497.6, end_time: 1497.8 
Transcript:  kurzweil SP2 antioxidantes Cássia 
confidence: 0.47704800963401794 

Word: kurzweil, start_time: 1499.6, end_time: 1500.3 
Word: SP2, start_time: 1500.3, end_time: 1501.0 
Word: antioxidantes, start_time: 1501.0, end_time: 1501.7 
Word: Cássia, start_time: 1501.7, end_time: 1502.1 
Transcript:  útero em contato com a filha do presidente cheio de Caxias Espírita aqui em Brasília 2014 notas viu me deixar alguém curioso meu repouso Teresópolis / pouso de super-herói destruidor série como defender for 19 Deluxe makeup by centro de Goiânia 
confidence: 0.8784458637237549 

Word: útero, start_time: 1503.7, end_time: 1504.4 
Word: em, start_time: 1504.4, end_time: 1504.5 
Word: contato, start_time: 1504.5, end_time: 1505.0 
Word: com, start_time: 1505.0, end_time: 1505.1 
Word: a, start_time: 1505.1, end_time: 1505.4 
Word: filha, start_time: 1505.4, end_time: 1506.9 
Word: do, start_time: 1506.9, end_time: 1507.1 
Word: presidente, start_time: 1507.1, end_time: 1507.2 
Word: cheio, start_time: 1507.2, end_time: 1508.0 
Word: de, start_time: 1508.0, end_time: 1508.1 
Word: Caxias, start_time: 1508.1, end_time: 1508.9 
Word: Espírita, start_time: 1508.9, end_time: 1510.1 
Word: aqui, start_time: 1510.1, end_time: 1510.8 
Word: em, start_time: 1510.8, end_time: 1511.9 
Word: Brasília, start_time: 1511.9, end_time: 1512.6 
Word: 2014, start_time: 1512.6, end_time: 1518.7 
Word: notas, start_time: 1518.7, end_time: 1530.3 
Word: viu, start_time: 1530.3, end_time: 1530.8 
Word: me, start_time: 1530.8, end_time: 1532.3 
Word: deixar, start_time: 1532.3, end_time: 1532.8 
Word: alguém, start_time: 1532.8, end_time: 1533.7 
Word: curioso, start_time: 1533.7, end_time: 1534.4 
Word: meu, start_time: 1534.4, end_time: 1536.5 
Word: repouso, start_time: 1536.5, end_time: 1537.3 
Word: Teresópolis, start_time: 1537.3, end_time: 1537.6 
Word: /, start_time: 1537.6, end_time: 1540.6 
Word: pouso, start_time: 1540.6, end_time: 1541.2 
Word: de, start_time: 1541.2, end_time: 1541.7 
Word: super-herói, start_time: 1541.7, end_time: 1541.9 
Word: destruidor, start_time: 1541.9, end_time: 1543.6 
Word: série, start_time: 1543.6, end_time: 1547.8 
Word: como, start_time: 1547.8, end_time: 1548.9 
Word: defender, start_time: 1548.9, end_time: 1554.4 
Word: for, start_time: 1554.4, end_time: 1555.6 
Word: 19, start_time: 1555.6, end_time: 1557.4 
Word: Deluxe, start_time: 1557.4, end_time: 1558.1 
Word: makeup, start_time: 1558.1, end_time: 1559.2 
Word: by, start_time: 1559.2, end_time: 1560.9 
Word: centro, start_time: 1560.9, end_time: 1561.5 
Word: de, start_time: 1561.5, end_time: 1561.6 
Word: Goiânia, start_time: 1561.6, end_time: 1562.0 
Transcript:  brinquedo antigo de Cruzeiro ao vivo Live pop Andrade andrequicé fica visualmente aposentadoria melhor posicionada Mato Grosso do Sul Betim Advanced Adventure PT BR 116 sentido Curitiba 
confidence: 0.8387770056724548 

Word: brinquedo, start_time: 1563.7, end_time: 1564.9 
Word: antigo, start_time: 1564.9, end_time: 1565.7 
Word: de, start_time: 1565.7, end_time: 1565.8 
Word: Cruzeiro, start_time: 1565.8, end_time: 1566.1 
Word: ao, start_time: 1566.1, end_time: 1566.4 
Word: vivo, start_time: 1566.4, end_time: 1566.6 
Word: Live, start_time: 1566.6, end_time: 1566.9 
Word: pop, start_time: 1566.9, end_time: 1567.2 
Word: Andrade, start_time: 1567.2, end_time: 1568.2 
Word: andrequicé, start_time: 1568.2, end_time: 1569.4 
Word: fica, start_time: 1569.4, end_time: 1570.0 
Word: visualmente, start_time: 1570.0, end_time: 1570.4 
Word: aposentadoria, start_time: 1570.4, end_time: 1575.2 
Word: melhor, start_time: 1575.2, end_time: 1576.4 
Word: posicionada, start_time: 1576.4, end_time: 1578.9 
Word: Mato, start_time: 1578.9, end_time: 1579.1 
Word: Grosso, start_time: 1579.1, end_time: 1579.3 
Word: do, start_time: 1579.3, end_time: 1579.6 
Word: Sul, start_time: 1579.6, end_time: 1580.4 
Word: Betim, start_time: 1580.4, end_time: 1580.6 
Word: Advanced, start_time: 1580.6, end_time: 1583.4 
Word: Adventure, start_time: 1583.4, end_time: 1586.2 
Word: PT, start_time: 1586.2, end_time: 1588.3 
Word: BR, start_time: 1588.3, end_time: 1588.6 
Word: 116, start_time: 1588.6, end_time: 1591.5 
Word: sentido, start_time: 1591.5, end_time: 1592.0 
Word: Curitiba, start_time: 1592.0, end_time: 1603.1 
Transcript:  tem que fazer exame médico esportivo Verde pequeno 
confidence: 0.6092336177825928 

Word: tem, start_time: 1624.0, end_time: 1625.5 
Word: que, start_time: 1625.5, end_time: 1625.6 
Word: fazer, start_time: 1625.6, end_time: 1625.9 
Word: exame, start_time: 1625.9, end_time: 1626.9 
Word: médico, start_time: 1626.9, end_time: 1627.0 
Word: esportivo, start_time: 1627.0, end_time: 1627.8 
Word: Verde, start_time: 1627.8, end_time: 1629.0 
Word: pequeno, start_time: 1629.0, end_time: 1630.8 
Transcript:  a minha glória e os homens e uma sentença é necessário fornecer informações do Rio 
confidence: 0.4513166546821594 

Word: a, start_time: 1635.4, end_time: 1635.5 
Word: minha, start_time: 1635.5, end_time: 1636.1 
Word: glória, start_time: 1636.1, end_time: 1636.3 
Word: e, start_time: 1636.3, end_time: 1638.3 
Word: os, start_time: 1638.3, end_time: 1638.7 
Word: homens, start_time: 1638.7, end_time: 1639.1 
Word: e, start_time: 1639.1, end_time: 1639.1 
Word: uma, start_time: 1639.1, end_time: 1639.3 
Word: sentença, start_time: 1639.3, end_time: 1639.5 
Word: é, start_time: 1639.5, end_time: 1642.1 
Word: necessário, start_time: 1642.1, end_time: 1644.5 
Word: fornecer, start_time: 1644.5, end_time: 1644.9 
Word: informações, start_time: 1644.9, end_time: 1647.7 
Word: do, start_time: 1647.7, end_time: 1647.8 
Word: Rio, start_time: 1647.8, end_time: 1648.1 
Transcript:  tudo bem eu também vou assistir um pouco cansado sempre 
confidence: 0.6744781136512756 

Word: tudo, start_time: 1650.5, end_time: 1651.0 
Word: bem, start_time: 1651.0, end_time: 1651.2 
Word: eu, start_time: 1651.2, end_time: 1651.7 
Word: também, start_time: 1651.7, end_time: 1651.9 
Word: vou, start_time: 1651.9, end_time: 1652.1 
Word: assistir, start_time: 1652.1, end_time: 1653.1 
Word: um, start_time: 1653.1, end_time: 1653.2 
Word: pouco, start_time: 1653.2, end_time: 1653.3 
Word: cansado, start_time: 1653.3, end_time: 1655.0 
Word: sempre, start_time: 1655.0, end_time: 1655.7 
Transcript:  desembarque do cubo original mix Outubro Rosa Novembro pega o câncer With Everything Changes Color Note Windows 7 and always War 
confidence: 0.7399106621742249 

Word: desembarque, start_time: 1657.9, end_time: 1659.1 
Word: do, start_time: 1659.1, end_time: 1659.2 
Word: cubo, start_time: 1659.2, end_time: 1659.6 
Word: original, start_time: 1659.6, end_time: 1659.9 
Word: mix, start_time: 1659.9, end_time: 1663.7 
Word: Outubro, start_time: 1663.7, end_time: 1666.6 
Word: Rosa, start_time: 1666.6, end_time: 1667.5 
Word: Novembro, start_time: 1667.5, end_time: 1667.7 
Word: pega, start_time: 1667.7, end_time: 1670.8 
Word: o, start_time: 1670.8, end_time: 1670.8 
Word: câncer, start_time: 1670.8, end_time: 1671.3 
Word: With, start_time: 1671.3, end_time: 1672.0 
Word: Everything, start_time: 1672.0, end_time: 1674.1 
Word: Changes, start_time: 1674.1, end_time: 1677.0 
Word: Color, start_time: 1677.0, end_time: 1677.6 
Word: Note, start_time: 1677.6, end_time: 1678.0 
Word: Windows, start_time: 1678.0, end_time: 1679.5 
Word: 7, start_time: 1679.5, end_time: 1680.4 
Word: and, start_time: 1680.4, end_time: 1681.1 
Word: always, start_time: 1681.1, end_time: 1685.0 
Word: War, start_time: 1685.0, end_time: 1686.4 
Transcript:  ex-assessor Vanderlan 
confidence: 0.6765361428260803 

Word: ex-assessor, start_time: 1688.0, end_time: 1689.2 
Word: Vanderlan, start_time: 1689.2, end_time: 1690.5 
Transcript:  conjuntivite soro ringer Ignore all the things we have to do is have some Discovery Home 
confidence: 0.7116503119468689 

Word: conjuntivite, start_time: 1691.6, end_time: 1692.8 
Word: soro, start_time: 1692.8, end_time: 1693.4 
Word: ringer, start_time: 1693.4, end_time: 1694.1 
Word: Ignore, start_time: 1694.1, end_time: 1695.6 
Word: all, start_time: 1695.6, end_time: 1696.2 
Word: the, start_time: 1696.2, end_time: 1696.8 
Word: things, start_time: 1696.8, end_time: 1697.2 
Word: we, start_time: 1697.2, end_time: 1697.3 
Word: have, start_time: 1697.3, end_time: 1697.9 
Word: to, start_time: 1697.9, end_time: 1698.1 
Word: do, start_time: 1698.1, end_time: 1698.4 
Word: is, start_time: 1698.4, end_time: 1698.4 
Word: have, start_time: 1698.4, end_time: 1698.6 
Word: some, start_time: 1698.6, end_time: 1698.9 
Word: Discovery, start_time: 1698.9, end_time: 1701.7 
Word: Home, start_time: 1701.7, end_time: 1703.4 
Transcript:  Ponto Frio Bonzão estrangeirismos Oléria today many peoples are you do not have don't close your name of An Object oriented abrindo estrada do Guanumbi final finance project 64 metros tripolar Amorim Lula sbt.com Breaking through Glass ceiling and select on our Generation of organizing Aliens isolation seralago Suites Nacional de saúde 
confidence: 0.8785514831542969 

Word: Ponto, start_time: 1705.0, end_time: 1705.5 
Word: Frio, start_time: 1705.5, end_time: 1705.7 
Word: Bonzão, start_time: 1705.7, end_time: 1705.9 
Word: estrangeirismos, start_time: 1705.9, end_time: 1707.8 
Word: Oléria, start_time: 1707.8, end_time: 1708.6 
Word: today, start_time: 1708.6, end_time: 1709.2 
Word: many, start_time: 1709.2, end_time: 1709.4 
Word: peoples, start_time: 1709.4, end_time: 1709.8 
Word: are, start_time: 1709.8, end_time: 1710.2 
Word: you, start_time: 1710.2, end_time: 1710.6 
Word: do, start_time: 1710.6, end_time: 1711.0 
Word: not, start_time: 1711.0, end_time: 1711.3 
Word: have, start_time: 1711.3, end_time: 1711.5 
Word: don't, start_time: 1711.5, end_time: 1711.8 
Word: close, start_time: 1711.8, end_time: 1712.2 
Word: your, start_time: 1712.2, end_time: 1712.4 
Word: name, start_time: 1712.4, end_time: 1713.2 
Word: of, start_time: 1713.2, end_time: 1714.4 
Word: An, start_time: 1714.4, end_time: 1714.5 
Word: Object, start_time: 1714.5, end_time: 1715.2 
Word: oriented, start_time: 1715.2, end_time: 1717.4 
Word: abrindo, start_time: 1717.4, end_time: 1717.9 
Word: estrada, start_time: 1717.9, end_time: 1718.2 
Word: do, start_time: 1718.2, end_time: 1719.7 
Word: Guanumbi, start_time: 1719.7, end_time: 1720.0 
Word: final, start_time: 1720.0, end_time: 1721.4 
Word: finance, start_time: 1721.4, end_time: 1721.9 
Word: project, start_time: 1721.9, end_time: 1722.4 
Word: 64, start_time: 1722.4, end_time: 1723.1 
Word: metros, start_time: 1723.1, end_time: 1725.0 
Word: tripolar, start_time: 1725.0, end_time: 1733.3 
Word: Amorim, start_time: 1733.3, end_time: 1734.3 
Word: Lula, start_time: 1734.3, end_time: 1735.3 
Word: sbt.com, start_time: 1735.3, end_time: 1739.9 
Word: Breaking, start_time: 1739.9, end_time: 1741.6 
Word: through, start_time: 1741.6, end_time: 1741.8 
Word: Glass, start_time: 1741.8, end_time: 1742.2 
Word: ceiling, start_time: 1742.2, end_time: 1742.7 
Word: and, start_time: 1742.7, end_time: 1742.8 
Word: select, start_time: 1742.8, end_time: 1744.0 
Word: on, start_time: 1744.0, end_time: 1744.1 
Word: our, start_time: 1744.1, end_time: 1744.9 
Word: Generation, start_time: 1744.9, end_time: 1746.1 
Word: of, start_time: 1746.1, end_time: 1746.3 
Word: organizing, start_time: 1746.3, end_time: 1750.5 
Word: Aliens, start_time: 1750.5, end_time: 1751.3 
Word: isolation, start_time: 1751.3, end_time: 1751.5 
Word: seralago, start_time: 1751.5, end_time: 1753.6 
Word: Suites, start_time: 1753.6, end_time: 1753.8 
Word: Nacional, start_time: 1753.8, end_time: 1756.9 
Word: de, start_time: 1756.9, end_time: 1757.0 
Word: saúde, start_time: 1757.0, end_time: 1757.1 
Transcript:  tripulantes power one globo.com www.globo.com www Natura preciso de ferragens camerino Object of grimrock forte quando quer dizer para todos os valores de Andrade rizzini é Daiane Shopping Lula ahmadinejad zona leste leste Fluminense 
confidence: 0.8651279807090759 

Word: tripulantes, start_time: 1757.8, end_time: 1759.0 
Word: power, start_time: 1759.0, end_time: 1759.5 
Word: one, start_time: 1759.5, end_time: 1759.7 
Word: globo.com, start_time: 1759.7, end_time: 1761.6 
Word: www.globo.com, start_time: 1761.6, end_time: 1769.3 
Word: www, start_time: 1769.3, end_time: 1773.3 
Word: Natura, start_time: 1773.3, end_time: 1783.1 
Word: preciso, start_time: 1783.1, end_time: 1783.7 
Word: de, start_time: 1783.7, end_time: 1783.8 
Word: ferragens, start_time: 1783.8, end_time: 1785.2 
Word: camerino, start_time: 1785.2, end_time: 1785.6 
Word: Object, start_time: 1785.6, end_time: 1787.6 
Word: of, start_time: 1787.6, end_time: 1788.1 
Word: grimrock, start_time: 1788.1, end_time: 1789.0 
Word: forte, start_time: 1789.0, end_time: 1794.5 
Word: quando, start_time: 1794.5, end_time: 1794.7 
Word: quer, start_time: 1794.7, end_time: 1794.8 
Word: dizer, start_time: 1794.8, end_time: 1795.0 
Word: para, start_time: 1795.0, end_time: 1796.0 
Word: todos, start_time: 1796.0, end_time: 1796.6 
Word: os, start_time: 1796.6, end_time: 1796.6 
Word: valores, start_time: 1796.6, end_time: 1796.9 
Word: de, start_time: 1796.9, end_time: 1798.7 
Word: Andrade, start_time: 1798.7, end_time: 1799.6 
Word: rizzini, start_time: 1799.6, end_time: 1800.2 
Word: é, start_time: 1800.2, end_time: 1800.6 
Word: Daiane, start_time: 1800.6, end_time: 1802.1 
Word: Shopping, start_time: 1802.1, end_time: 1802.3 
Word: Lula, start_time: 1802.3, end_time: 1804.6 
Word: ahmadinejad, start_time: 1804.6, end_time: 1807.3 
Word: zona, start_time: 1807.3, end_time: 1808.9 
Word: leste, start_time: 1808.9, end_time: 1809.4 
Word: leste, start_time: 1809.4, end_time: 1811.4 
Word: Fluminense, start_time: 1811.4, end_time: 1813.6 
Transcript:  não dá no plano de fundo de combate de Bruce Springsteen Bruce Willis Love is a Temple tradução we have restored restaurante Giuseppe access-control-allow-origin Facebook Nokia next Tocantins tem alguém aí você vai aguentar Alves Agripino cerveja Wee heavy 10 mandamentos Record RJ agendamento Bistek 
confidence: 0.8720657229423523 

Word: não, start_time: 1817.8, end_time: 1820.0 
Word: dá, start_time: 1820.0, end_time: 1820.9 
Word: no, start_time: 1820.9, end_time: 1821.4 
Word: plano, start_time: 1821.4, end_time: 1821.9 
Word: de, start_time: 1821.9, end_time: 1822.1 
Word: fundo, start_time: 1822.1, end_time: 1822.8 
Word: de, start_time: 1822.8, end_time: 1824.2 
Word: combate, start_time: 1824.2, end_time: 1824.9 
Word: de, start_time: 1824.9, end_time: 1826.2 
Word: Bruce, start_time: 1826.2, end_time: 1826.4 
Word: Springsteen, start_time: 1826.4, end_time: 1827.1 
Word: Bruce, start_time: 1827.1, end_time: 1830.3 
Word: Willis, start_time: 1830.3, end_time: 1831.2 
Word: Love, start_time: 1831.2, end_time: 1831.5 
Word: is, start_time: 1831.5, end_time: 1831.8 
Word: a, start_time: 1831.8, end_time: 1833.7 
Word: Temple, start_time: 1833.7, end_time: 1834.0 
Word: tradução, start_time: 1834.0, end_time: 1835.4 
Word: we, start_time: 1835.4, end_time: 1835.6 
Word: have, start_time: 1835.6, end_time: 1835.9 
Word: restored, start_time: 1835.9, end_time: 1836.2 
Word: restaurante, start_time: 1836.2, end_time: 1837.6 
Word: Giuseppe, start_time: 1837.6, end_time: 1838.0 
Word: access-control-allow-origin, start_time: 1838.0, end_time: 1842.1 
Word: Facebook, start_time: 1842.1, end_time: 1843.6 
Word: Nokia, start_time: 1843.6, end_time: 1844.0 
Word: next, start_time: 1844.0, end_time: 1844.6 
Word: Tocantins, start_time: 1844.6, end_time: 1848.0 
Word: tem, start_time: 1848.0, end_time: 1848.4 
Word: alguém, start_time: 1848.4, end_time: 1849.4 
Word: aí, start_time: 1849.4, end_time: 1850.1 
Word: você, start_time: 1850.1, end_time: 1850.2 
Word: vai, start_time: 1850.2, end_time: 1850.6 
Word: aguentar, start_time: 1850.6, end_time: 1851.1 
Word: Alves, start_time: 1851.1, end_time: 1854.5 
Word: Agripino, start_time: 1854.5, end_time: 1854.9 
Word: cerveja, start_time: 1854.9, end_time: 1855.5 
Word: Wee, start_time: 1855.5, end_time: 1856.1 
Word: heavy, start_time: 1856.1, end_time: 1856.4 
Word: 10, start_time: 1856.4, end_time: 1856.7 
Word: mandamentos, start_time: 1856.7, end_time: 1857.5 
Word: Record, start_time: 1857.5, end_time: 1857.8 
Word: RJ, start_time: 1857.8, end_time: 1860.8 
Word: agendamento, start_time: 1860.8, end_time: 1871.2 
Word: Bistek, start_time: 1871.2, end_time: 1871.5 
Transcript:  que câncer é viva a nossa localização para tanto ele quebrou ele na 5ª Temporada BluRay ouvir louvor Espírito Santo Viana Teles Ferreira número 7 usa óculos Blue Space Cowboy Vagabundo só volantes site da seleção descanso sliter.io identificador de óculos na Óticas vídeos da Barbie novos comandos para o internacional cashback World at War protection Engineering at Green Power 
confidence: 0.8967605829238892 

Word: que, start_time: 1872.9, end_time: 1873.3 
Word: câncer, start_time: 1873.3, end_time: 1873.8 
Word: é, start_time: 1873.8, end_time: 1873.9 
Word: viva, start_time: 1873.9, end_time: 1874.4 
Word: a, start_time: 1874.4, end_time: 1874.4 
Word: nossa, start_time: 1874.4, end_time: 1875.7 
Word: localização, start_time: 1875.7, end_time: 1876.4 
Word: para, start_time: 1876.4, end_time: 1877.4 
Word: tanto, start_time: 1877.4, end_time: 1877.6 
Word: ele, start_time: 1877.6, end_time: 1878.0 
Word: quebrou, start_time: 1878.0, end_time: 1878.5 
Word: ele, start_time: 1878.5, end_time: 1879.6 
Word: na, start_time: 1879.6, end_time: 1880.1 
Word: 5ª, start_time: 1880.1, end_time: 1880.4 
Word: Temporada, start_time: 1880.4, end_time: 1880.6 
Word: BluRay, start_time: 1880.6, end_time: 1881.8 
Word: ouvir, start_time: 1881.8, end_time: 1883.2 
Word: louvor, start_time: 1883.2, end_time: 1884.7 
Word: Espírito, start_time: 1884.7, end_time: 1886.8 
Word: Santo, start_time: 1886.8, end_time: 1887.2 
Word: Viana, start_time: 1887.2, end_time: 1888.8 
Word: Teles, start_time: 1888.8, end_time: 1889.6 
Word: Ferreira, start_time: 1889.6, end_time: 1890.4 
Word: número, start_time: 1890.4, end_time: 1891.2 
Word: 7, start_time: 1891.2, end_time: 1893.3 
Word: usa, start_time: 1893.3, end_time: 1894.6 
Word: óculos, start_time: 1894.6, end_time: 1895.9 
Word: Blue, start_time: 1895.9, end_time: 1896.6 
Word: Space, start_time: 1896.6, end_time: 1898.0 
Word: Cowboy, start_time: 1898.0, end_time: 1899.0 
Word: Vagabundo, start_time: 1899.0, end_time: 1900.0 
Word: só, start_time: 1900.0, end_time: 1900.4 
Word: volantes, start_time: 1900.4, end_time: 1900.9 
Word: site, start_time: 1900.9, end_time: 1901.7 
Word: da, start_time: 1901.7, end_time: 1901.9 
Word: seleção, start_time: 1901.9, end_time: 1902.2 
Word: descanso, start_time: 1902.2, end_time: 1903.3 
Word: sliter.io, start_time: 1903.3, end_time: 1906.8 
Word: identificador, start_time: 1906.8, end_time: 1910.2 
Word: de, start_time: 1910.2, end_time: 1910.3 
Word: óculos, start_time: 1910.3, end_time: 1910.8 
Word: na, start_time: 1910.8, end_time: 1911.5 
Word: Óticas, start_time: 1911.5, end_time: 1911.9 
Word: vídeos, start_time: 1911.9, end_time: 1913.6 
Word: da, start_time: 1913.6, end_time: 1913.7 
Word: Barbie, start_time: 1913.7, end_time: 1914.2 
Word: novos, start_time: 1914.2, end_time: 1914.5 
Word: comandos, start_time: 1914.5, end_time: 1915.2 
Word: para, start_time: 1915.2, end_time: 1915.2 
Word: o, start_time: 1915.2, end_time: 1916.2 
Word: internacional, start_time: 1916.2, end_time: 1921.2 
Word: cashback, start_time: 1921.2, end_time: 1924.0 
Word: World, start_time: 1924.0, end_time: 1925.6 
Word: at, start_time: 1925.6, end_time: 1926.3 
Word: War, start_time: 1926.3, end_time: 1927.5 
Word: protection, start_time: 1927.5, end_time: 1928.1 
Word: Engineering, start_time: 1928.1, end_time: 1930.1 
Word: at, start_time: 1930.1, end_time: 1931.3 
Word: Green, start_time: 1931.3, end_time: 1931.9 
Word: Power, start_time: 1931.9, end_time: 1932.6 
Transcript:  perfume Britney ever known Better Than Sacrifice at me up the speakers de Soleil executivos e legislativos tênis holográfico amplificadores antigos 
confidence: 0.6949951648712158 

Word: perfume, start_time: 1932.9, end_time: 1934.3 
